accession,evidence,location,MANUAL_MAP
Q5AP80,ECO:0000269,Nucleus,Nucleus
J9N5P9,ECO:0000269,Nucleus,Nucleus
S0E3H0,ECO:0000269,Nucleus,Nucleus
D4AUF4,ECO:0000269,Secreted,Extracellular
B3A0N4,ECO:0000269,Secreted,Extracellular
P82423,ECO:0000269,Secreted,Extracellular
P82424,ECO:0000269,Secreted,Extracellular
P82425,ECO:0000269,Secreted,Extracellular
P82426,ECO:0000269,Secreted,Extracellular
P82427,ECO:0000269,Secreted,Extracellular
P82428,ECO:0000269,Secreted,Extracellular
P78423,ECO:0000269,Cell membrane,Cell.membrane
P78423,ECO:0000269,Secreted,Extracellular
O35188,ECO:0000269,Cell membrane,Cell.membrane
O35188,ECO:0000269,Secreted,Extracellular
P55808,ECO:0000269,Cell membrane,Cell.membrane
Q4P902,ECO:0000269,Secreted,Extracellular
Q23229,ECO:0000269,Nucleus,Nucleus
Q4UWF4,ECO:0000269,Secreted,Extracellular
P23025,ECO:0000269,Nucleus,Nucleus
Q9VM71,ECO:0000269,Nucleus,Nucleus
Q9H0D6,ECO:0000269,Nucleus,Nucleus
Q02792,ECO:0000269,Nucleus,Nucleus
Q9FQ03,ECO:0000269,Nucleus,Nucleus
Q9FQ04,ECO:0000269,Cytoplasm,Cytoplasm
F1QC45,ECO:0000269,Cell membrane,Cell.membrane
O75695,ECO:0000269,Cell membrane,Cell.membrane
Q95T10,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q95T10,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
O75063,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q8VCS3,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q8WZJ4,ECO:0000269,Secreted,Extracellular
P87037,ECO:0000269,Secreted,Extracellular
Q94BU1,ECO:0000269,Plastid,Plastid
Q02QI1,ECO:0000269,Secreted,Extracellular
Q9LW26,ECO:0000269,Plastid,Plastid
Q09766,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
P47118,ECO:0000269,Cytoplasm,Cytoplasm
P47118,ECO:0000269,Nucleus,Nucleus
Q09852,ECO:0000269,Membrane,Cell.membrane
Q09874,ECO:0000269,Cytoplasm,Cytoplasm
Q10214,ECO:0000269,Cytoplasm,Cytoplasm
Q10214,ECO:0000269,Nucleus,Nucleus
Q9Y0X6,ECO:0000269,Secreted,Extracellular
O94473,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O94473,ECO:0000269,Nucleus membrane,Nucleus
O94475,ECO:0000269,Cytoplasm,Cytoplasm
O94475,ECO:0000269,Nucleus,Nucleus
O94491,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
O94491,ECO:0000269,Golgi apparatus,Golgi.apparatus
O94492,ECO:0000269,Mitochondrion,Mitochondrion
O94493,ECO:0000269,Cytoplasm,Cytoplasm
O94493,ECO:0000269,Nucleus,Nucleus
O94593,ECO:0000269,Cytoplasm,Cytoplasm
O59776,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
O59776,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O74550,ECO:0000269,Mitochondrion,Mitochondrion
O74551,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q10369,ECO:0000269,Nucleus,Nucleus
P87109,ECO:0000269,Mitochondrion,Mitochondrion
P87122,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P87137,ECO:0000269,Nucleus,Nucleus
P87139,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
P87139,ECO:0000269,Vacuole membrane,Lysosome/Vacuole
P87143,ECO:0000269,Nucleus,Nucleus
O13726,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
O13727,ECO:0000269,Cytoplasm,Cytoplasm
O13727,ECO:0000269,Nucleus,Nucleus
O13706,ECO:0000269,Cytoplasm,Cytoplasm
O13706,ECO:0000269,Nucleus,Nucleus
O13856,ECO:0000269,Nucleus,Nucleus
O14038,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O14041,ECO:0000269,Nucleus,Nucleus
O14043,ECO:0000269,Cytoplasm,Cytoplasm
O14043,ECO:0000269,Nucleus,Nucleus
O31537,ECO:0000269,Cytoplasm,Cytoplasm
O42854,ECO:0000269,Cytoplasm,Cytoplasm
P53185,ECO:0000269,Cytoplasm,Cytoplasm
O94370,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
O94628,ECO:0000269,Cytoplasm,Cytoplasm
O94628,ECO:0000269,Nucleus,Nucleus
Q9Y7L5,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q9P3V3,ECO:0000269,Vacuole,Lysosome/Vacuole
P0CU07,ECO:0000269,Cytoplasm,Cytoplasm
P0CU07,ECO:0000269,Nucleus membrane,Nucleus
Q9P7I0,ECO:0000269,Cytoplasm,Cytoplasm
Q9P7I0,ECO:0000269,Nucleus,Nucleus
Q9P7H9,ECO:0000269,Vacuole,Lysosome/Vacuole
O74439,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
Q9P7J5,ECO:0000269,Mitochondrion,Mitochondrion
Q9P7J0,ECO:0000269,Cytoplasm,Cytoplasm
Q9P7J0,ECO:0000269,Nucleus,Nucleus
Q9P7I6,ECO:0000269,Cytoplasm,Cytoplasm
Q9P7I6,ECO:0000269,Nucleus,Nucleus
Q96WV2,ECO:0000269,Cytoplasm,Cytoplasm
Q9USH9,ECO:0000269,Cytoplasm,Cytoplasm
P36103,ECO:0000269,Cytoplasm,Cytoplasm
Q9P6P7,ECO:0000269,Nucleus,Nucleus
Q9C0Y8,ECO:0000269,Cytoplasm,Cytoplasm
Q9C0Y8,ECO:0000269,Nucleus,Nucleus
Q9C0Y7,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q9C0Y6,ECO:0000269,Cytoplasm,Cytoplasm
Q9C0Y6,ECO:0000269,Nucleus,Nucleus
Q9HDX2,ECO:0000269,Cytoplasm,Cytoplasm
Q9HDX2,ECO:0000269,Nucleus,Nucleus
O31709,ECO:0000269,Cell membrane,Cell.membrane
O31710,ECO:0000269,Cell membrane,Cell.membrane
O31711,ECO:0000269,Cell membrane,Cell.membrane
O31712,ECO:0000269,Cell membrane,Cell.membrane
Q9C1X5,ECO:0000269,Cytoplasm,Cytoplasm
Q9C1X5,ECO:0000269,Nucleus,Nucleus
Q9P3U2,ECO:0000269,Cytoplasm,Cytoplasm
Q9P3U2,ECO:0000269,Nucleus,Nucleus
Q9P3U1,ECO:0000269,Cytoplasm,Cytoplasm
Q9P3U1,ECO:0000269,Nucleus,Nucleus
Q9P7G0,ECO:0000269,Nucleus,Nucleus
Q12155,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q0E3V2,ECO:0000269,Plastid,Plastid
Q05881,ECO:0000269,Cytoplasm,Cytoplasm
Q9UT06,ECO:0000269,Mitochondrion,Mitochondrion
Q9UT04,ECO:0000269,Nucleus,Nucleus
Q9URX1,ECO:0000269,Cytoplasm,Cytoplasm
Q9URX0,ECO:0000269,Cytoplasm,Cytoplasm
Q9URX0,ECO:0000269,Nucleus,Nucleus
Q9URW9,ECO:0000269,Cytoplasm,Cytoplasm
Q9URW9,ECO:0000269,Nucleus,Nucleus
O59824,ECO:0000269,Mitochondrion membrane,Mitochondrion
P32795,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
Q9SRS3,ECO:0000269,Plastid,Plastid
O59741,ECO:0000269,Nucleus,Nucleus
O59743,ECO:0000269,Cytoplasm,Cytoplasm
O59743,ECO:0000269,Nucleus,Nucleus
O59744,ECO:0000269,Cytoplasm,Cytoplasm
O59744,ECO:0000269,Nucleus membrane,Nucleus
O59745,ECO:0000269,Golgi apparatus,Golgi.apparatus
O59746,ECO:0000269,Nucleus,Nucleus
O59698,ECO:0000269,Membrane,Cell.membrane
O59699,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
O59700,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
O59708,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
P53956,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P53921,ECO:0000269,Mitochondrion,Mitochondrion
Q3E769,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y820,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y820,ECO:0000269,Nucleus envelope,Nucleus
Q9Y819,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9Y819,ECO:0000269,Vacuole membrane,Lysosome/Vacuole
Q9USY2,ECO:0000269,Nucleus,Nucleus
Q9USY1,ECO:0000269,Cytoplasm,Cytoplasm
P40923,ECO:0000269,Nucleus,Nucleus
O60099,ECO:0000269,Cytoplasm,Cytoplasm
O60099,ECO:0000269,Nucleus,Nucleus
P32329,ECO:0000269,Cell membrane,Cell.membrane
Q12303,ECO:0000269,Cell membrane,Cell.membrane
Q06325,ECO:0000269,Cytoplasm,Cytoplasm
Q06325,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P48559,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q7LL04,ECO:0000269,Cytoplasm,Cytoplasm
Q7LL04,ECO:0000269,Nucleus,Nucleus
O60081,ECO:0000269,Cytoplasm,Cytoplasm
O60081,ECO:0000269,Nucleus,Nucleus
Q06102,ECO:0000269,Nucleus,Nucleus
Q9Y5A9,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y5A9,ECO:0000269,Nucleus,Nucleus
Q8VZ59,ECO:0000269,Cytoplasm,Cytoplasm
Q10RE2,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q9Y2Y4,ECO:0000269,Nucleus,Nucleus
Q8NCN2,ECO:0000269,Nucleus,Nucleus
Q8NAP3,ECO:0000269,Nucleus,Nucleus
Q8NAP3,ECO:0000269,Chromosome,Nucleus
Q5EXX3,ECO:0000269,Nucleus,Nucleus
B2RXF5,ECO:0000269,Nucleus,Nucleus
Q811H0,ECO:0000269,Cytoplasm,Cytoplasm
Q811H0,ECO:0000269,Nucleus,Nucleus
Q8IZN3,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q96MV8,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q8BGJ0,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q2TGJ4,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q2TGJ4,ECO:0000269,Cell junction,Cell.membrane
Q9ESG8,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q8IUH5,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q8IUH5,ECO:0000269,Cell junction,Cell.membrane
Q80TN5,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q8C6P8,ECO:0000269,Nucleus,Nucleus
P16373,ECO:0000269,Nucleus,Nucleus
A2A761,ECO:0000269,Nucleus,Nucleus
Q61967,ECO:0000269,Nucleus,Nucleus
Q9XSR1,ECO:0000269,Nucleus,Nucleus
Q9Y2P7,ECO:0000269,Nucleus,Nucleus
Q3ZCT1,ECO:0000269,Nucleus,Nucleus
Q62981,ECO:0000269,Nucleus,Nucleus
Q6ECI4,ECO:0000269,Nucleus,Nucleus
Q8WTR7,ECO:0000269,Nucleus,Nucleus
Q8WV37,ECO:0000269,Nucleus,Nucleus
Q5HZG9,ECO:0000269,Nucleus,Nucleus
Q15649,ECO:0000269,Cytoplasm,Cytoplasm
Q15649,ECO:0000269,Nucleus,Nucleus
Q8NHG8,ECO:0000269,Lysosome membrane,Lysosome/Vacuole
Q8NHG8,ECO:0000269,Cell junction,Cell.membrane
O14329,ECO:0000269,Cytoplasm,Cytoplasm
O14329,ECO:0000269,Nucleus membrane,Nucleus
P53735,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P41932,ECO:0000269,Cytoplasm,Cytoplasm
P41932,ECO:0000269,Nucleus,Nucleus
Q39649,ECO:0000269,Vacuole,Lysosome/Vacuole
P01395,ECO:0000269,Secreted,Extracellular
P01381,ECO:0000269,Secreted,Extracellular
P01388,ECO:0000269,Secreted,Extracellular
P25669,ECO:0000269,Secreted,Extracellular
P01386,ECO:0000269,Secreted,Extracellular
F8J2E6,ECO:0000269,Secreted,Extracellular
Q53B53,ECO:0000269,Secreted,Extracellular
P25667,ECO:0000269,Secreted,Extracellular
P25671,ECO:0000269,Secreted,Extracellular
P07526,ECO:0000269,Secreted,Extracellular
F8J2D7,ECO:0000269,Secreted,Extracellular
F8J2E5,ECO:0000269,Secreted,Extracellular
C0HJD7,ECO:0000269,Secreted,Extracellular
P81783,ECO:0000269,Secreted,Extracellular
Q9YGJ0,ECO:0000269,Secreted,Extracellular
Q8JFX7,ECO:0000269,Secreted,Extracellular
Q9PW19,ECO:0000269,Secreted,Extracellular
P25682,ECO:0000269,Secreted,Extracellular
P81782,ECO:0000269,Secreted,Extracellular
C0HJT4,ECO:0000269,Secreted,Extracellular
C0HKZ8,ECO:0000269,Secreted,Extracellular
C0HJR1,ECO:0000269,Secreted,Extracellular
C0HJR2,ECO:0000269,Secreted,Extracellular
P86096,ECO:0000269,Secreted,Extracellular
P86423,ECO:0000269,Secreted,Extracellular
P83345,ECO:0000269,Secreted,Extracellular
P07525,ECO:0000269,Secreted,Extracellular
B3EWR3,ECO:0000269,Secreted,Extracellular
P01471,ECO:0000269,Secreted,Extracellular
P24776,ECO:0000269,Secreted,Extracellular
P24777,ECO:0000269,Secreted,Extracellular
P0DQH3,ECO:0000269,Secreted,Extracellular
P0DQH4,ECO:0000269,Secreted,Extracellular
B3EWH9,ECO:0000269,Secreted,Extracellular
Q69CK0,ECO:0000269,Secreted,Extracellular
Q2VBN8,ECO:0000269,Secreted,Extracellular
P0C1Y9,ECO:0000269,Secreted,Extracellular
P0C1Z0,ECO:0000269,Secreted,Extracellular
P25681,ECO:0000269,Secreted,Extracellular
Q9PS08,ECO:0000269,Secreted,Extracellular
Q8IH18,ECO:0000269,Cytoplasm,Cytoplasm
Q8IH18,ECO:0000269,Nucleus,Nucleus
Q9NRA8,ECO:0000269,Cytoplasm,Cytoplasm
Q9NRA8,ECO:0000269,Nucleus,Nucleus
Q9NRA8,ECO:0000269,Nucleus speckle,Nucleus
Q9EST3,ECO:0000269,Cytoplasm,Cytoplasm
P08195,ECO:0000269,Apical cell membrane,Cell.membrane
P08195,ECO:0000269,Cell membrane,Cell.membrane
P08195,ECO:0000269,Lysosome membrane,Lysosome/Vacuole
P10852,ECO:0000269,Cell membrane,Cell.membrane
P10852,ECO:0000269,Cell junction,Cell.membrane
Q7YQK3,ECO:0000269,Cell membrane,Cell.membrane
Q794F9,ECO:0000269,Cell membrane,Cell.membrane
P28335,ECO:0000269,Cell membrane,Cell.membrane
P08909,ECO:0000269,Cell membrane,Cell.membrane
O95264,ECO:0000269,Cell membrane,Cell.membrane
Q8WXA8,ECO:0000269,Cell membrane,Cell.membrane
Q70Z44,ECO:0000269,Cell membrane,Cell.membrane
A5X5Y0,ECO:0000269,Cell membrane,Cell.membrane
P85971,ECO:0000269,Cytoplasm,Cytoplasm
Q676U5,ECO:0000269,Cytoplasm,Cytoplasm
Q09406,ECO:0000269,Cytoplasm,Cytoplasm
Q09406,ECO:0000269,Cell membrane,Cell.membrane
Q6KAU8,ECO:0000269,Cytoplasm,Cytoplasm
D4AZY1,ECO:0000269,Secreted,Extracellular
P01023,ECO:0000269,Secreted,Extracellular
A8K2U0,ECO:0000269,Secreted,Extracellular
D4ATA2,ECO:0000269,Secreted,Extracellular
D4ATM6,ECO:0000269,Secreted,Extracellular
D4ATR3,ECO:0000269,Secreted,Extracellular
D4ATS1,ECO:0000269,Secreted,Extracellular
Q96GX2,ECO:0000269,Cytoplasm,Cytoplasm
D4AUX6,ECO:0000269,Secreted,Extracellular
Q6PD74,ECO:0000269,Cytoplasm,Cytoplasm
C0M0V4,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
O49434,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
P46643,ECO:0000269,Mitochondrion matrix,Mitochondrion
B5DFK7,ECO:0000269,Cell junction,Cell.membrane
Q9M3D6,ECO:0000269,Vacuole membrane,Lysosome/Vacuole
Q3EDJ0,ECO:0000269,Cytoplasm,Cytoplasm
Q9ZR72,ECO:0000269,Cell membrane,Cell.membrane
Q9C8G9,ECO:0000269,Vacuole membrane,Lysosome/Vacuole
Q94FB9,ECO:0000269,Peroxisome membrane,Peroxisome
Q94FB9,ECO:0000269,Glyoxysome membrane,Peroxisome
B7U179,ECO:0000269,Nucleus,Nucleus
Q9UH17,ECO:0000269,Nucleus,Nucleus
P45844,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P45844,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
P45844,ECO:0000269,Cell membrane,Cell.membrane
Q9UNQ0,ECO:0000269,Cell membrane,Cell.membrane
Q9UNQ0,ECO:0000269,Apical cell membrane,Cell.membrane
Q9UNQ0,ECO:0000269,Mitochondrion membrane,Mitochondrion
Q7TMS5,ECO:0000269,Apical cell membrane,Cell.membrane
Q4JIM5,ECO:0000269,Cytoplasm,Cytoplasm
D0P3S7,ECO:0000269,Secreted,Extracellular
D0P1A8,ECO:0000269,Secreted,Extracellular
W2PED7,ECO:0000269,Secreted,Extracellular
Q8K4G5,ECO:0000269,Cytoplasm,Cytoplasm
Q8BL65,ECO:0000269,Cytoplasm,Cytoplasm
O64587,ECO:0000269,Cytoplasm,Cytoplasm
Q709F0,ECO:0000269,Mitochondrion membrane,Mitochondrion
P48180,ECO:0000269,Cell junction,Cell.membrane
P48180,ECO:0000269,Cell membrane,Cell.membrane
P83773,ECO:0000269,Cytoplasm,Cytoplasm
P53396,ECO:0000269,Cytoplasm,Cytoplasm
P84183,ECO:0000269,Cytoplasm,Cytoplasm
P10986,ECO:0000269,Cytoplasm,Cytoplasm
P12814,ECO:0000269,Cytoplasm,Cytoplasm
Q7TPR4,ECO:0000269,Cytoplasm,Cytoplasm
Q9Z1P2,ECO:0000269,Cytoplasm,Cytoplasm
Q9Z1P2,ECO:0000269,Cell membrane,Cell.membrane
Q9Z1P2,ECO:0000269,Cell junction,Cell.membrane
P35609,ECO:0000269,Cytoplasm,Cytoplasm
Q9JI91,ECO:0000269,Cytoplasm,Cytoplasm
O43707,ECO:0000269,Nucleus,Nucleus
O43707,ECO:0000269,Cytoplasm,Cytoplasm
P57780,ECO:0000269,Cell junction,Cell.membrane
Q8NER5,ECO:0000269,Membrane,Cell.membrane
P70539,ECO:0000269,Membrane,Cell.membrane
P37023,ECO:0000269,Cell membrane,Cell.membrane
Q5SUE7,ECO:0000269,Nucleus,Nucleus
Q8LPL7,ECO:0000269,Cytoplasm,Cytoplasm
Q8LPN3,ECO:0000269,Plastid,Plastid
O94277,ECO:0000269,Cytoplasm,Cytoplasm
O94277,ECO:0000269,Nucleus,Nucleus
P37254,ECO:0000269,Cytoplasm,Cytoplasm
P19754,ECO:0000269,Membrane,Cell.membrane
P19754,ECO:0000269,Cell membrane,Cell.membrane
Q08828,ECO:0000269,Cell membrane,Cell.membrane
O88444,ECO:0000269,Membrane,Cell.membrane
O88444,ECO:0000269,Cytoplasm,Cytoplasm
Q08462,ECO:0000269,Membrane,Cell.membrane
Q08462,ECO:0000269,Cell membrane,Cell.membrane
Q08462,ECO:0000269,Cytoplasm,Cytoplasm
P26769,ECO:0000269,Membrane,Cell.membrane
P26769,ECO:0000269,Cell membrane,Cell.membrane
P40941,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
O49447,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
D0EXD3,ECO:0000269,Secreted,Extracellular
Q9ZN78,ECO:0000269,Cytoplasm,Cytoplasm
Q96P47,ECO:0000269,Cytoplasm,Cytoplasm
O82743,ECO:0000269,Nucleus,Nucleus
Q7PLK0,ECO:0000269,Cytoplasm,Cytoplasm
Q9H9G7,ECO:0000269,Cytoplasm,Cytoplasm
Q9ZVD5,ECO:0000269,Nucleus,Nucleus
Q9HCK5,ECO:0000269,Cytoplasm,Cytoplasm
O48771,ECO:0000269,Nucleus,Nucleus
Q9HAR2,ECO:0000269,Cell membrane,Cell.membrane
Q80TS3,ECO:0000269,Cell membrane,Cell.membrane
Q80TS3,ECO:0000269,Cell junction,Cell.membrane
Q9HBW9,ECO:0000269,Cell membrane,Cell.membrane
Q923X1,ECO:0000269,Cell membrane,Cell.membrane
Q9ESC1,ECO:0000269,Cell membrane,Cell.membrane
O00253,ECO:0000269,Secreted,Extracellular
O00253,ECO:0000269,Golgi apparatus lumen,Golgi.apparatus
Q8VHN7,ECO:0000269,Cell membrane,Cell.membrane
Q8VHN7,ECO:0000269,Secreted,Extracellular
P84816,ECO:0000269,Secreted,Extracellular
Q940M2,ECO:0000269,Mitochondrion,Mitochondrion
Q02UU0,ECO:0000269,Secreted,Extracellular
Q8RYD6,ECO:0000269,Nucleus,Nucleus
Q9LES3,ECO:0000269,Nucleus,Nucleus
Q9C5Q2,ECO:0000269,Nucleus,Nucleus
Q9M7Q4,ECO:0000269,Nucleus,Nucleus
Q9ZPY8,ECO:0000269,Nucleus,Nucleus
Q91VJ1,ECO:0000269,Cytoplasm,Cytoplasm
P39721,ECO:0000269,Cytoplasm,Cytoplasm
Q9DBR0,ECO:0000269,Nucleus matrix,Nucleus
Q9DBR0,ECO:0000269,Cytoplasm,Cytoplasm
Q63014,ECO:0000269,Nucleus matrix,Nucleus
Q99996,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q99996,ECO:0000269,Cytoplasm,Cytoplasm
Q9SL49,ECO:0000269,Cytoplasm,Cytoplasm
P51648,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
P47740,ECO:0000269,Membrane,Cell.membrane
P30839,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
P30839,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P43353,ECO:0000269,Cell membrane,Cell.membrane
Q80VQ0,ECO:0000269,Cell membrane,Cell.membrane
J3QMK6,ECO:0000269,Cell membrane,Cell.membrane
P00883,ECO:0000269,Cytoplasm,Cytoplasm
Q8L638,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q6P6C2,ECO:0000269,Nucleus speckle,Nucleus
Q3TSG4,ECO:0000269,Nucleus speckle,Nucleus
Q3KRA9,ECO:0000269,Cytoplasm,Cytoplasm
Q3KRA9,ECO:0000269,Nucleus,Nucleus
Q9BT30,ECO:0000269,Mitochondrion matrix,Mitochondrion
Q9D6Z0,ECO:0000269,Mitochondrion matrix,Mitochondrion
Q96BT7,ECO:0000269,Cytoplasm,Cytoplasm
Q96BT7,ECO:0000269,Nucleus,Nucleus
P04842,ECO:0000269,Peroxisome matrix,Peroxisome
Q00922,ECO:0000269,Peroxisome matrix,Peroxisome
Q9ZUT3,ECO:0000269,Cell membrane,Cell.membrane
Q59L12,ECO:0000269,Secreted,Extracellular
A0A1D8PQB9,ECO:0000269,Secreted,Extracellular
Q5A8T7,ECO:0000269,Secreted,Extracellular
Q5A2Z7,ECO:0000269,Cell membrane,Cell.membrane
Q5A2Z7,ECO:0000269,Secreted,Extracellular
P84524,ECO:0000269,Secreted,Extracellular
P85484,ECO:0000269,Secreted,Extracellular
P0CH48,ECO:0000269,Secreted,Extracellular
A1YV58,ECO:0000269,Secreted,Extracellular
P0CF39,ECO:0000269,Secreted,Extracellular
B3A0L3,ECO:0000269,Secreted,Extracellular
Q9SPL3,ECO:0000269,Secreted,Extracellular
P86706,ECO:0000269,Secreted,Extracellular
P26612,ECO:0000269,Cytoplasm,Cytoplasm
Q94A41,ECO:0000269,Plastid,Plastid
Q86YJ7,ECO:0000269,Cell membrane,Cell.membrane
Q8N6S4,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q6ZTN6,ECO:0000269,Cell membrane,Cell.membrane
Q8CIG8,ECO:0000269,Nucleus,Nucleus
Q96LA8,ECO:0000269,Nucleus,Nucleus
P19609,ECO:0000269,Secreted,Extracellular
P19611,ECO:0000269,Secreted,Extracellular
P19612,ECO:0000269,Secreted,Extracellular
P04002,ECO:0000269,Secreted,Extracellular
B1P0S1,ECO:0000269,Secreted,Extracellular
Q9SF09,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q06497,ECO:0000269,Peroxisome membrane,Peroxisome
Q9ZWR8,ECO:0000269,Cytoplasm,Cytoplasm
P22185,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
O22049,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
Q6VUP9,ECO:0000269,Nucleus,Nucleus
Q96CW1,ECO:0000269,Cell membrane,Cell.membrane
Q96CW1,ECO:0000269,Membrane,Cell.membrane
O23140,ECO:0000269,Cell membrane,Cell.membrane
O23140,ECO:0000269,Golgi apparatus,Golgi.apparatus
P80069,ECO:0000269,Cell surface,Extracellular
P9WIR7,ECO:0000269,Secreted,Extracellular
P9WIR7,ECO:0000269,Cell surface,Extracellular
Q02410,ECO:0000269,Cytoplasm,Cytoplasm
Q02410,ECO:0000269,Nucleus,Nucleus
Q02410,ECO:0000269,Golgi apparatus,Golgi.apparatus
O35430,ECO:0000269,Nucleus,Nucleus
O96018,ECO:0000269,Cytoplasm,Cytoplasm
Q9QXJ1,ECO:0000269,Cell membrane,Cell.membrane
Q9QXJ1,ECO:0000269,Cytoplasm,Cytoplasm
Q9QXJ1,ECO:0000269,Nucleus,Nucleus
Q9TUI9,ECO:0000269,Secreted,Extracellular
Q9R0R3,ECO:0000269,Secreted,Extracellular
Q8W4B2,ECO:0000269,Peroxisome membrane,Peroxisome
P23196,ECO:0000269,Nucleus,Nucleus
Q9BZZ5,ECO:0000269,Nucleus,Nucleus
Q9BZZ5,ECO:0000269,Cytoplasm,Cytoplasm
Q6Z6S1,ECO:0000269,Nucleus,Nucleus
Q9LKL2,ECO:0000269,Nucleus,Nucleus
Q9LVG4,ECO:0000269,Nucleus,Nucleus
Q93WK5,ECO:0000269,Nucleus,Nucleus
Q13794,ECO:0000269,Mitochondrion,Mitochondrion
Q9JM54,ECO:0000269,Mitochondrion,Mitochondrion
Q8BH07,ECO:0000269,Nucleus inner membrane,Nucleus
P19146,ECO:0000269,Golgi apparatus,Golgi.apparatus
P40940,ECO:0000269,Golgi apparatus,Golgi.apparatus
P61204,ECO:0000269,Golgi apparatus,Golgi.apparatus
P61204,ECO:0000269,Cytoplasm,Cytoplasm
Q8N726,ECO:0000269,Nucleus,Nucleus
Q8N726,ECO:0000269,Mitochondrion,Mitochondrion
Q64364,ECO:0000269,Nucleus,Nucleus
Q64364,ECO:0000269,Mitochondrion,Mitochondrion
Q8N4T4,ECO:0000269,Cell membrane,Cell.membrane
Q9Y4X5,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y4X5,ECO:0000269,Nucleus,Nucleus
P53111,ECO:0000269,Cytoplasm,Cytoplasm
P53111,ECO:0000269,Nucleus,Nucleus
O95376,ECO:0000269,Nucleus,Nucleus
O95376,ECO:0000269,Cytoplasm,Cytoplasm
Q99856,ECO:0000269,Nucleus,Nucleus
Q99856,ECO:0000269,Cytoplasm,Cytoplasm
Q8IVW6,ECO:0000269,Nucleus,Nucleus
Q86WX3,ECO:0000269,Nucleus,Nucleus
Q8C6B9,ECO:0000269,Nucleus,Nucleus
O60054,ECO:0000269,Cytoplasm,Cytoplasm
O60054,ECO:0000269,Nucleus,Nucleus
P59998,ECO:0000269,Cytoplasm,Cytoplasm
P59998,ECO:0000269,Nucleus,Nucleus
Q641G7,ECO:0000269,Cytoplasm,Cytoplasm
Q641G7,ECO:0000269,Nucleus,Nucleus
